ROME30,Cavaceppi/Vico Consorti,41.795616,12.432582,Zona XXXI Mezzocammino
ROME31,L.go Valsabbia,41.942867,12.51587,Quartiere XVI Monte Sacro
ROME32,L.go Valsabbia,41.942928,12.515972,Quartiere XVI Monte Sacro
ROME34,Emo/Di Bartolo,41.902462,12.44124,Quartiere XIII Aurelio
ROME35,Cave Di Pietralata,41.912731,12.540768,Quartiere XXI Pietralata
ROME36,Cave Di Pietralata,41.912804,12.540922,Quartiere XXI Pietralata
ROME39,Monti Tiburtini/Pertini,41.918552,12.538215,Quartiere XXI Pietralata
ROME40,Monti Tiburtini/Pertini,41.919167,12.537018,Quartiere XXI Pietralata
ROME41,Tiburtina/Morolo,41.937481,12.618545,Municipio Roma IV
ROME42,Tiburtina/Salone,41.937958,12.620367,Municipio Roma IV
ROME44,Stazione Prima Porta,42.000061,12.493907,Municipio Roma XV
ROME45,Aurelia/Persichetti,41.882988,12.34098,Municipio Roma XIII
ROME46,Garibaldi/Fabrizi,41.887627,12.466643,Municipio Roma I
ROME48,Partenope/Irpinia,41.892403,12.5509,Quartiere VII Prenestino-Labicano
ROME49,Tuscolana/Centrale Enel,41.845886,12.579692,Municipio Roma VII
ROME52,Tiburtina/Nasini,41.929436,12.577088,Quartiere XXIX Ponte Mammolo
ROME53,Trigoria/Andriuli,41.762047,12.477578,Municipio Roma IX
ROME55,Pesenti/Tiburtina,41.93214,12.599452,Municipio Roma IV
ROME57,Tiburtina/Morolo,41.937378,12.618761,Municipio Roma IV
ROME58,Tiburtina/Castel Madama,41.933758,12.603652,Municipio Roma IV
ROME59,Tiburtina/Pesenti,41.93285,12.597967,Municipio Roma IV
ROME60,Tiburtina/Tor Cervara,41.932713,12.58605,Municipio Roma IV
ROME61,Rocca Cencia/Stabilimento Ama,41.884918,12.695312,Municipio Roma VI
ROME62,Tiburtina/Nasini,41.929832,12.577412,Quartiere XXIX Ponte Mammolo
ROME63,Casal Boccone/Almaviva,41.957863,12.557417,Zona IV Casal Boccone
ROME66,Casal Boccone/Ojetti,41.952229,12.559133,Zona IV Casal Boccone
ROME67,Casal Boccone/Almaviva,41.957893,12.557007,Zona IV Casal Boccone
ROME68,Fioranello/Ardeatina,41.795486,12.535373,Municipio Roma VIII
ROME69,Fioranello/Civico 186,41.794304,12.537462,Municipio Roma VIII
ROME75,Tiburtina/Lino Da Parma,41.931576,12.57986,Municipio Roma IV
ROME76,Palmarola Nuova,41.948017,12.392367,Zona L Ottavia
ROME78,Morosini E./Nuovo Regina Margherita,41.885857,12.469258,Municipio Roma I
ROME79,Xxi Aprile/Nardini,41.917965,12.520179,Quartiere V Nomentano
ROME82,Oslavia/Bainsizza,41.9189,12.461548,Quartiere XV della Vittoria
ROME83,Levi Civita,41.855587,12.473063,Quartiere X Ostiense
ROME84,Mameli,41.888046,12.467605,Municipio Roma I
ROME85,Garibaldi/Iacobucci,41.888466,12.466005,Municipio Roma I
ROME87,Chiodelli/Corbellini,41.907875,12.662415,Municipio Roma VI
ROME89,Acquedotto Del Peschiera,41.936466,12.425338,Quartiere XXVII Primavalle
ROME91,Boston,41.829029,12.471226,Quartiere XXXII Europa
ROME92,Boston,41.829681,12.471742,Quartiere XXXII Europa
ROME93,Mameli,41.88839,12.467558,Municipio Roma I
ROME94,Civitacampomarano/Case Rosse,41.931995,12.643026,Municipio Roma IV
ROME96,S. Arcangelo Di Romagna,41.789932,12.407785,Zona XXXI Mezzocammino
ROME97,Stazione Grottarossa,41.964008,12.488963,Zona LVI Grottarossa
ROME99,Laurentina/Tor Pagnotta,41.802708,12.481653,Zona XXIV Fonte Ostiense
ROME100,Laurentina/Cimitero Laurentino,41.76416,12.498068,Municipio Roma IX
ROME101,Laurentina/Mandriola,41.761257,12.500043,Municipio Roma IX
ROME102,Laurentina/Civico 1569,41.745728,12.50346,Municipio Roma IX
ROME103,Laurentina/Cimitero Laurentino,41.76371,12.499105,Municipio Roma IX
ROME9512,Bella Villa,41.873314,12.577322,Quartiere XXIII Alessandrino
ROME105,Laurentina/Boscotrecase,41.748745,12.501545,Municipio Roma IX
ROME107,G.R.A.,41.857697,12.376755,Zona XLIV La Pisana
ROME9489,Colosseo,41.891312,12.492332,Municipio Roma I
ROME108,Cornelia/Villata,41.899738,12.389355,Suburbio IX Aurelio
ROME109,Oceano Pacifico/Velodromo,41.824989,12.456078,Quartiere XXXII Europa
ROME110,Teano,41.890202,12.551109,Quartiere VII Prenestino-Labicano
ROME111,Pta S. Sebastiano/Sepolcro Scipioni,41.873798,12.50136,Municipio Roma I
ROME112,VINCI,41.938183,12.419372,Quartiere XXVII Primavalle
ROME113,Pitagora,41.921555,12.489655,Quartiere III Pinciano
ROME117,Tiburtina/Zoe Fontana,41.934364,12.608293,Municipio Roma IV
ROME122,Cambellotti,41.869438,12.631973,Zona XIII Torre Angela
ROME123,Sirene,41.736038,12.272753,Quartiere XXXIII Lido di Ostia Ponente
ROME129,De Carolis/Nicolai F.,41.913914,12.440982,Quartiere XIV Trionfale
ROME131,Bufalotta/Fucini,41.952446,12.543373,Quartiere XXVIII Monte Sacro Alto
ROME9352,Tiburtina/Castel Madama,41.933811,12.60502,Municipio Roma IV
ROME9619,Liburni,41.900494,12.512252,Quartiere VI Tiburtino
ROME9556,Staz.ne Metro Cipro,41.907108,12.448207,Quartiere XIV Trionfale
ROME9604,S. Luca Evangelista,41.88763,12.537542,Quartiere VII Prenestino-Labicano
ROME9695,P.za Venezia,41.895432,12.481947,Municipio Roma I
ROME9720,Taranto/ Pontremoli,41.885162,12.511903,Quartiere VIII Tuscolano
ROME135,Flaminia/Cantalupo,41.954903,12.484548,Zona LVI Grottarossa
ROME136,Flaminia/Tor Di Quinto,41.951973,12.484668,Quartiere XVIII Tor di Quinto
ROME9258,Flaminia/Monterosi,41.951023,12.480733,Quartiere XVIII Tor di Quinto
ROME9259,Flaminia/Cappelli R.,41.949772,12.478958,Quartiere XVIII Tor di Quinto
ROME9260,Flaminia/Morlupo,41.947815,12.475602,Quartiere XVIII Tor di Quinto
ROME9261,Flaminia/Nitti,41.946297,12.473415,Quartiere XVIII Tor di Quinto
ROME9262,Flaminia/Bevagna,41.944302,12.472062,Quartiere XVIII Tor di Quinto
ROME137,C.so Francia/Flaminia,41.940731,12.470782,Quartiere XVIII Tor di Quinto
ROME138,Tor Di Quinto/Riano,41.937107,12.469628,Quartiere XVIII Tor di Quinto
ROME139,Mozart/Sibelius,41.912182,12.563843,Quartiere XXII Collatino
ROME140,Mozart/Badile,41.914188,12.562372,Quartiere XXII Collatino
ROME141,Ortucchio/Pacentro,41.936714,12.650361,Municipio Roma IV
ROME142,Lgt Thaon Di Revel/Foro Italico,41.931099,12.462859,Quartiere I Flaminio
ROME143,Lgt Thaon Di Revel/Romano,41.933331,12.465273,Quartiere I Flaminio
ROME144,Flaminia/Calderini,41.931271,12.467823,Quartiere I Flaminio
ROME145,Flaminia/Carracci,41.929508,12.468508,Quartiere I Flaminio
ROME146,Flaminia/Reni,41.927795,12.469225,Quartiere I Flaminio
ROME147,Flaminia/Vignola,41.924992,12.470365,Quartiere I Flaminio
ROME148,Flaminia/Fracassini,41.92292,12.471217,Quartiere I Flaminio
ROME149,Litoranea/Varco 5,41.658611,12.414415,Zona XXIX Castel Porziano
ROME150,Del Fiocco/Valle Giulia,41.913689,12.480627,Quartiere III Pinciano
ROME151,Victor Hugo/Museo Bilotti,41.912987,12.483458,Quartiere III Pinciano
ROME152,Victor Hugo/Museo Bilotti,41.913338,12.482812,Quartiere III Pinciano
ROME153,Del Fiocco/Valle Giulia,41.913784,12.481062,Quartiere III Pinciano
ROME154,Repubblica,41.902508,12.497133,Municipio Roma I
ROME155,Nazionale/Torino,41.901882,12.494925,Municipio Roma I
ROME156,Villa Borghese/Washington,41.912491,12.477485,Quartiere III Pinciano
ROME157,Nazionale/Quattro Fontane,41.900162,12.492303,Municipio Roma I
ROME158,Nazionale/Palazzo Esposizioni,41.899139,12.490738,Municipio Roma I
ROME159,Litoranea/Varco 4,41.660835,12.411013,Zona XXIX Castel Porziano
ROME160,Nazionale/Quirinale,41.896973,12.487435,Municipio Roma I
ROME161,P.za Venezia,41.896828,12.482848,Municipio Roma I
ROME162,Piazza Della Marina,41.915817,12.474329,Quartiere III Pinciano
ROME163,Flaminia/Villa Giulia,41.917877,12.473426,Quartiere I Flaminio
ROME164,Argentina,41.896122,12.476855,Municipio Roma I
ROME165,C.so Vittorio Emanuele/S. A. Della Valle,41.896572,12.473893,Municipio Roma I
ROME166,Ankara,41.92424,12.471765,Quartiere III Pinciano
ROME167,Litoranea/Varco 3,41.665524,12.404817,Zona XXIX Castel Porziano
ROME168,Tiziano/Apollodoro,41.929401,12.469528,Quartiere II Parioli
ROME169,Tiziano/Xvii Olimpiade,41.932297,12.468382,Quartiere II Parioli
ROME170,C.so Vittorio Emanuele/Navona,41.897194,12.471447,Municipio Roma I
ROME171,Litoranea/Varco 2,41.670666,12.398348,Zona XXIX Castel Porziano
ROME172,Lgt Thaon Di Revel/P. Milvio,41.934372,12.46675,Quartiere I Flaminio
ROME173,Lgt Thaon Di Revel/Romano,41.933151,12.46471,Quartiere I Flaminio
ROME174,C.so Vittorio Emanuele/Tassoni,41.898827,12.467495,Municipio Roma I
ROME175,Ponte Vittorio Emanuele,41.900455,12.465338,Municipio Roma I
ROME176,Lgt Thaon Di Revel/Duca D'aosta,41.931217,12.462502,Quartiere I Flaminio
ROME177,Lgt M.llo Diaz/De Bosis,41.932686,12.460698,Quartiere XV della Vittoria
ROME178,Litoranea/Varco 1,41.672104,12.395833,Zona XXIX Castel Porziano
ROME179,Lgt M.llo Diaz/Ponte Milvio,41.935577,12.464806,Quartiere XV della Vittoria
ROME180,Litoranea/Varco 1,41.671417,12.39666,Zona XXIX Castel Porziano
ROME181,C.so Francia/Flaminia,41.940807,12.471059,Quartiere XVIII Tor di Quinto
ROME9263,Flaminia/Bevagna,41.944962,12.472668,Quartiere XVIII Tor di Quinto
ROME182,Acciaioli,41.899742,12.464937,Municipio Roma I
ROME9264,Flaminia/Nitti,41.94659,12.473805,Quartiere XVIII Tor di Quinto
ROME9265,Flaminia/Morlupo,41.947723,12.476433,Quartiere XVIII Tor di Quinto
ROME183,C.so Vittorio Emanuele/Tassoni,41.898945,12.467087,Municipio Roma I
ROME9266,Flaminia/Cappelli R.,41.948902,12.478452,Quartiere XVIII Tor di Quinto
ROME184,Chiesa Nuova,41.897484,12.469615,Municipio Roma I
ROME185,C.so Vittorio Emanuele/Navona,41.897003,12.47177,Municipio Roma I
ROME9267,Flaminia/Monterosi,41.950912,12.481103,Quartiere XVIII Tor di Quinto
ROME186,Litoranea/Varco 2,41.669884,12.399002,Zona XXIX Castel Porziano
ROME187,Litoranea/Varco 3,41.664963,12.405092,Zona XXIX Castel Porziano
ROME188,P.za Venezia,41.896736,12.483128,Municipio Roma I
ROME189,Nazionale/Quirinale,41.897053,12.487842,Municipio Roma I
ROME190,Flaminia/Cantalupo,41.954643,12.484863,Zona LVI Grottarossa
ROME191,Nazionale/Palazzo Esposizioni,41.898457,12.489903,Municipio Roma I
ROME192,Nazionale/Quattro Fontane,41.899986,12.492285,Municipio Roma I
ROME193,Staz.ne Due Ponti,41.95557,12.484942,Zona LVI Grottarossa
ROME194,Nazionale/Torino,41.901844,12.495113,Municipio Roma I
ROME195,Terme Diocleziano,41.901829,12.497102,Municipio Roma I
ROME196,Litoranea/Varco 4,41.660896,12.410602,Zona XXIX Castel Porziano
ROME197,Litoranea/Varco 5,41.65823,12.414757,Zona XXIX Castel Porziano
ROME198,Tomacelli,41.904892,12.476105,Municipio Roma I
ROME199,Gregorio Vii/Ranucci,41.896553,12.44989,Quartiere XIII Aurelio
ROME200,Lago Maggiore,41.648594,12.43109,Campo Ascolano
ROME201,Po/Sesia,41.658859,12.422413,Campo Ascolano
ROME204,P.za Della Rovere,41.899494,12.461544,Municipio Roma I
ROME205,Lgt Gianicolense/Regina Coeli,41.896156,12.464817,Municipio Roma I
ROME206,Lgt Farnesina,41.894402,12.46692,Municipio Roma I
ROME207,Lgt Farnesina/Trilussa,41.892414,12.469458,Municipio Roma I
ROME208,Gianicolense/Casaletto,41.877514,12.44127,Quartiere XII Gianicolense
ROME209,Arenula/Min. G. Giustizia,41.892246,12.4748,Municipio Roma I
ROME212,Cernaia,41.904663,12.49777,Municipio Roma I
ROME213,Palestro,41.90799,12.500583,Municipio Roma I
ROME214,Porta Pia,41.908657,12.50213,Municipio Roma II
ROME215,Croce Rossa,41.908047,12.504278,Municipio Roma II
ROME216,Padre Semeria/Valignano,41.86573,12.494665,Quartiere X Ostiense
ROME217,Ravenna/Piazza,41.912991,12.518927,Quartiere V Nomentano
ROME218,Lorenzo Il Magnifico/Stamira,41.913143,12.521843,Quartiere V Nomentano
ROME219,Lorenzo Il Magnifico/G.da Procida,41.911915,12.525502,Quartiere V Nomentano
ROME220,Lorenzo Il Magnifico/Teodorico,41.910942,12.528423,Quartiere V Nomentano
ROME221,Staz.ne Tiburtina,41.909801,12.529515,Quartiere V Nomentano
ROME222,Padre Semeria/Colombo,41.863518,12.496555,Quartiere X Ostiense
ROME9268,Bologna,41.91452,12.522198,Quartiere V Nomentano
ROME223,Ravenna/Piazza,41.913158,12.51922,Quartiere V Nomentano
ROME224,Catanzaro,41.911877,12.517157,Quartiere V Nomentano
ROME225,Chianesi,41.802704,12.447833,Zona XXVII Torrino
ROME226,Policlinico,41.909092,12.507403,Quartiere V Nomentano
ROME227,C.so Francia/Uruguay,41.935036,12.472067,Quartiere II Parioli
ROME228,Croce Rossa,41.908455,12.503198,Municipio Roma II
ROME229,Porta Pia,41.909096,12.502025,Municipio Roma II
ROME230,Xx Settembre/Piave,41.907036,12.498207,Municipio Roma I
ROME231,Xx Settembre/Min. Finanze,41.905632,12.496195,Municipio Roma I
ROME233,C.so Francia/Ponte Flaminio,41.937973,12.471553,Quartiere XVIII Tor di Quinto
ROME235,C.so Francia/Bodio,41.944389,12.469523,Quartiere XVIII Tor di Quinto
ROME236,Villa Severini,41.946655,12.469887,Quartiere XVIII Tor di Quinto
ROME238,Cassia/Jacini,41.948696,12.469782,Quartiere XVIII Tor di Quinto
ROME239,Cassia/Fabbroni,41.951263,12.467907,Quartiere XVIII Tor di Quinto
ROME240,Lgt Vallati/Pettinari,41.892387,12.471797,Municipio Roma I
ROME241,Cassia/Inviolatella Borghese,41.956837,12.460583,Suburbio I Tor di Quinto
ROME242,Lgt Tebaldi/Armata,41.895077,12.46844,Municipio Roma I
ROME243,Cassia/Oriolo Romano,41.957458,12.457735,Suburbio I Tor di Quinto
ROME246,Cassia/S. Godenzo,41.960033,12.452652,Zona LIII Tomba di Nerone
ROME249,Gregorio Vii/Staz. S. Pietro,41.897854,12.450562,Quartiere XIII Aurelio
ROME250,Gregorio Vii/Ranucci,41.896194,12.449352,Quartiere XIII Aurelio
ROME251,Cassia/Villa S. Pietro,41.962734,12.447775,Zona LIII Tomba di Nerone
ROME252,Cassia/S. Godenzo,41.960159,12.451998,Zona LIII Tomba di Nerone
ROME253,Gregorio Vii/S. Damaso,41.895836,12.444763,Quartiere XIII Aurelio
ROME254,Cassia/S. Giovanna Elisabetta,41.95715,12.455944,Suburbio I Tor di Quinto
ROME255,Gregorio Vii/Di Pietro,41.896423,12.441512,Quartiere XIII Aurelio
ROME256,Gregorio Vii/Anastasio Ii,41.895126,12.438768,Quartiere XIII Aurelio
ROME258,Giolitti,41.897564,12.505323,Municipio Roma I
ROME261,C.so Francia/Vigna Stelluti,41.945992,12.46922,Quartiere XVIII Tor di Quinto
ROME262,C.so Francia/Bodio,41.943893,12.469316,Quartiere XVIII Tor di Quinto
ROME263,C.so Francia/Ponte Flaminio,41.937901,12.471218,Quartiere XVIII Tor di Quinto
ROME264,Viminale,41.899803,12.494477,Municipio Roma I
ROME265,C.so Francia/Uruguay,41.934845,12.471745,Quartiere II Parioli
ROME266,Rinascimento,41.897278,12.474218,Municipio Roma I
ROME267,Senato,41.900265,12.473913,Municipio Roma I
ROME269,Zanardelli,41.901382,12.472187,Municipio Roma I
ROME270,Lgt Marzio,41.903011,12.473882,Municipio Roma I
ROME271,Vittoria Colonna,41.905186,12.471727,Municipio Roma I
ROME272,P.za Cavour,41.905952,12.47005,Municipio Roma I
ROME273,Cicerone/Plinio,41.908039,12.468203,Municipio Roma I
ROME278,L.go Trionfale,41.91098,12.45485,Quartiere XV della Vittoria
ROME279,Giuliana/Grazioli Lante,41.913177,12.454318,Quartiere XV della Vittoria
ROME280,Giuliana/Pretura,41.915207,12.453833,Quartiere XV della Vittoria
ROME281,Clodio,41.917522,12.455418,Quartiere XV della Vittoria
ROME282,Giuliana/Pretura,41.915058,12.453732,Quartiere XV della Vittoria
ROME283,Giuliana/Grazioli Lante,41.912476,12.454283,Quartiere XV della Vittoria
ROME284,L.go Trionfale,41.911018,12.454673,Quartiere XV della Vittoria
ROME285,Vigna Stelluti/Francia,41.947357,12.467435,Quartiere XVIII Tor di Quinto
ROME286,Vigna Stelluti/Giuochi Delfici,41.948059,12.464029,Quartiere XVIII Tor di Quinto
ROME287,Cassia/Pareto,41.950619,12.46047,Quartiere XVIII Tor di Quinto
ROME288,Cassia/Cortina D'ampezzo,41.952457,12.457445,Quartiere XVIII Tor di Quinto
ROME289,Cassia/Oriolo Romano,41.957207,12.457438,Suburbio I Tor di Quinto
ROME290,Cassia/Cortina D'ampezzo,41.951889,12.458079,Quartiere XVIII Tor di Quinto
ROME291,Cassia/Pareto,41.949837,12.461377,Quartiere XVIII Tor di Quinto
ROME292,Vigna Stelluti,41.947933,12.464084,Quartiere XVIII Tor di Quinto
ROME295,Argentina/Bolivia,41.932556,12.476364,Quartiere II Parioli
ROME296,Xvii Olimpiade,41.932781,12.473724,Quartiere II Parioli
ROME297,Xvii Olimpiade/Austria,41.932487,12.471394,Quartiere II Parioli
ROME299,De Coubertin/Auditorium,41.93018,12.475751,Quartiere II Parioli
ROME300,Guidubaldo Del Monte,41.927937,12.478769,Quartiere III Pinciano
ROME301,Staz.ne Euclide,41.927536,12.481929,Quartiere III Pinciano
ROME302,Parioli/Acqua Acetosa,41.929604,12.484403,Quartiere II Parioli
ROME303,Parioli/Stuparich,41.929058,12.485925,Quartiere II Parioli
ROME304,Parioli/Santiago Del Cile,41.926159,12.486402,Quartiere II Parioli
ROME305,Bioparco/Mercadante,41.918522,12.490943,Quartiere III Pinciano
ROME307,Tartini,41.916359,12.49539,Municipio Roma II
ROME308,Salaria/Aniene,41.911854,12.497858,Quartiere IV Salario
ROME309,Piave/Xx Settembre,41.907711,12.498688,Municipio Roma I
ROME310,Indipendenza,41.904709,12.501943,Municipio Roma I
ROME311,Termini,41.901001,12.499733,Municipio Roma I
ROME312,S. Maria Maggiore,41.896969,12.498203,Municipio Roma I
ROME313,P.za Vittorio Emanuele,41.894073,12.503522,Municipio Roma I
ROME314,Conte Verde/P.za Vittorio Emanuele,41.893444,12.50618,Municipio Roma I
ROME315,Via S. Croce In Gerusalemme/Manzoni,41.891754,12.509217,Municipio Roma I
ROME316,Via S. Croce In Gerusalemme/Statilia,41.890076,12.512252,Municipio Roma I
ROME317,Via S. Croce In Gerusalemme,41.888878,12.514327,Municipio Roma I
ROME318,La Spezia/Lodi,41.887093,12.520778,Quartiere VIII Tuscolano
ROME319,Alghero,41.886349,12.521517,Quartiere VIII Tuscolano
ROME320,Villa Fiorelli,41.884224,12.522455,Quartiere VIII Tuscolano
ROME322,Lepanto,41.911846,12.465752,Municipio Roma I
ROME324,Cicerone/Plinio,41.907558,12.46835,Municipio Roma I
ROME325,Cicerone/Cavour,41.906097,12.469172,Municipio Roma I
ROME326,Vittoria Colonna,41.905022,12.472313,Municipio Roma I
ROME327,Ripetta,41.904053,12.475233,Municipio Roma I
ROME328,Monte Brianzo,41.902805,12.474048,Municipio Roma I
ROME330,Rinascimento,41.898003,12.473928,Municipio Roma I
ROME332,Esquilino/Cavour,41.898422,12.496635,Municipio Roma I
ROME333,Rattazzi/Giolitti,41.898071,12.503713,Municipio Roma I
ROME334,Rattazzi/Napoleone Iii,41.896347,12.501985,Municipio Roma I
ROME335,De Lollis/Irpini,41.900986,12.515715,Quartiere VI Tiburtino
ROME336,Marrucini,41.899937,12.513988,Quartiere VI Tiburtino
ROME337,Tiburtina/Marrucini,41.89822,12.513933,Quartiere VI Tiburtino
ROME339,Marsala,41.898895,12.507992,Municipio Roma I
ROME340,Cavour/Esquilino,41.897987,12.49667,Municipio Roma I
ROME341,Panisperna,41.897171,12.49459,Municipio Roma I
ROME342,Milano,41.897099,12.49251,Municipio Roma I
ROME343,Milano/Nazionale,41.898502,12.490825,Municipio Roma I
ROME344,Tritone/Fontana Trevi,41.902756,12.48522,Municipio Roma I
ROME9448,Tritone/Fontana Di Trevi,41.90242,12.4841,Municipio Roma I
ROME345,Traforo/Tritone,41.902199,12.486193,Municipio Roma I
ROME346,Milano/Nazionale,41.899181,12.489742,Municipio Roma I
ROME348,Troiani/Decima,41.812969,12.451795,Zona XXVII Torrino
ROME349,Troiani/Costellazioni,41.812439,12.450555,Zona XXVII Torrino
ROME351,Tiburtina/Marrucini,41.898907,12.515503,Quartiere VI Tiburtino
ROME352,Tiburtina/Reti,41.899578,12.516828,Quartiere VI Tiburtino
ROME353,Indipendenza,41.904179,12.50285,Municipio Roma I
ROME356,Dandolo/Glorioso,41.884274,12.46807,Municipio Roma I
ROME357,Dandolo,41.885254,12.466518,Municipio Roma I
ROME358,Fabrizi,41.886242,12.464792,Municipio Roma I
ROME359,Calandrelli,41.885021,12.46302,Municipio Roma I
ROME361,Carini/Pilo,41.882309,12.460712,Quartiere XII Gianicolense
ROME362,Barrili,41.879829,12.460583,Quartiere XII Gianicolense
ROME363,Poerio,41.876095,12.46112,Quartiere XII Gianicolense
ROME364,Poerio/F.lli Bandiera,41.88065,12.46335,Quartiere XII Gianicolense
ROME365,Poerio/Dall'ongaro,41.878136,12.463145,Quartiere XII Gianicolense
ROME366,Quadrio,41.881886,12.461278,Quartiere XII Gianicolense
ROME367,Bonnet/Carini,41.88504,12.461368,Quartiere XII Gianicolense
ROME368,Dandolo/Fabrizi,41.886196,12.465642,Municipio Roma I
ROME369,Dandolo/Casini,41.88348,12.466455,Municipio Roma I
ROME370,Grande Muraglia/Oceano Pacifico,41.8237,12.455927,Zona XXVII Torrino
ROME371,Grande Muraglia/Rotterdam,41.820534,12.454173,Zona XXVII Torrino
ROME372,Grande Muraglia/Siviglia,41.81905,12.451475,Zona XXVII Torrino
ROME373,Gattamelata/Cane,41.888298,12.536688,Quartiere VII Prenestino-Labicano
ROME374,Gattamelata/Di Bastelica,41.890053,12.536637,Quartiere VII Prenestino-Labicano
ROME375,Grande Muraglia/Decima,41.816727,12.447512,Zona XXVII Torrino
ROME376,P.le Prenestino,41.891369,12.527625,Quartiere VI Tiburtino
ROME377,Aquila,41.890652,12.525418,Quartiere VII Prenestino-Labicano
ROME378,Ponte Casilino,41.889267,12.523013,Quartiere VII Prenestino-Labicano
ROME379,La Spezia/Lodi,41.887066,12.519813,Quartiere VIII Tuscolano
ROME380,Porta S. Giovanni,41.886333,12.509017,Municipio Roma I
ROME381,Colosseo,41.891262,12.491467,Municipio Roma I
ROME382,Fori Imperiali,41.893661,12.486492,Municipio Roma I
ROME383,Fori Imperiali/Campidoglio,41.894993,12.484187,Municipio Roma I
ROME384,Lgt Marzio/Porto Di Ripetta,41.904259,12.474908,Municipio Roma I
ROME385,P.za Cola Di Rienzo,41.908455,12.467085,Municipio Roma I
ROME386,Cola Di Rienzo/Regolo,41.907871,12.464628,Municipio Roma I
ROME387,Cola Di Rienzo/Terenzio,41.907318,12.462363,Municipio Roma I
ROME388,Cola Di Rienzo/Catone,41.906582,12.459473,Municipio Roma I
ROME389,Risorgimento,41.906185,12.458382,Municipio Roma I
ROME390,Cola Di Rienzo/Catone,41.906487,12.459553,Municipio Roma I
ROME391,Cola Di Rienzo/Terenzio,41.90741,12.46349,Municipio Roma I
ROME392,Cola Di Rienzo/Tacito,41.908188,12.46654,Municipio Roma I
ROME393,Maria Adelaide,41.909809,12.474352,Municipio Roma I
